State,County Name,County Fips,2000,2004,2008,2012,2016,2020
WISCONSIN,FLORENCE,55037,R,R,R,R,R,R
WISCONSIN,FOND DU LAC,55039,R,R,R,R,R,R
WISCONSIN,FOREST,55041,R,R,D,D,R,R
WISCONSIN,GRANT,55043,D,D,D,D,R,R
WISCONSIN,GREEN,55045,D,D,D,D,D,D
WISCONSIN,GREEN LAKE,55047,R,R,R,R,R,R
WISCONSIN,IOWA,55049,D,D,D,D,D,D
WISCONSIN,IRON,55051,R,D,D,R,R,R
WISCONSIN,JACKSON,55053,D,D,D,D,R,R
WISCONSIN,JEFFERSON,55055,R,R,D,R,R,R
WISCONSIN,JUNEAU,55057,R,R,D,D,R,R
WISCONSIN,KENOSHA,55059,D,D,D,D,R,R
WISCONSIN,KEWAUNEE,55061,R,R,D,R,R,R
WISCONSIN,LA CROSSE,55063,D,D,D,D,D,D
WISCONSIN,LAFAYETTE,55065,D,D,D,D,R,R
WISCONSIN,LANGLADE,55067,R,R,D,R,R,R
WISCONSIN,LINCOLN,55069,R,R,D,D,R,R
WISCONSIN,MANITOWOC,55071,R,R,D,R,R,R
WISCONSIN,MARATHON,55073,R,R,D,R,R,R
WISCONSIN,MARINETTE,55075,R,R,D,R,R,R
WISCONSIN,MARQUETTE,55077,R,R,D,D,R,R
WISCONSIN,MENOMINEE,55078,D,D,D,D,D,D
WISCONSIN,MILWAUKEE,55079,D,D,D,D,D,D
WISCONSIN,MONROE,55081,R,R,D,R,R,R
WISCONSIN,OCONTO,55083,R,R,D,R,R,R
WISCONSIN,ONEIDA,55085,R,R,D,R,R,R
WISCONSIN,OUTAGAMIE,55087,R,R,D,R,R,R
WISCONSIN,OZAUKEE,55089,R,R,R,R,R,R
WISCONSIN,PEPIN,55091,D,D,D,D,R,R
WISCONSIN,PIERCE,55093,D,D,D,R,R,R
WISCONSIN,POLK,55095,R,R,R,R,R,R
WISCONSIN,PORTAGE,55097,D,D,D,D,D,D
WISCONSIN,PRICE,55099,R,D,D,D,R,R
WISCONSIN,RACINE,55101,R,R,D,D,R,R
WISCONSIN,RICHLAND,55103,R,R,D,D,R,R
WISCONSIN,ROCK,55105,D,D,D,D,D,D
WISCONSIN,RUSK,55107,R,R,D,R,R,R
WISCONSIN,SAUK,55111,D,D,D,D,R,D
WISCONSIN,SAWYER,55113,R,R,D,D,R,R
WISCONSIN,SHAWANO,55115,R,R,D,R,R,R
WISCONSIN,SHEBOYGAN,55117,R,R,R,R,R,R
WISCONSIN,ST. CROIX,55109,R,R,R,R,R,R
WISCONSIN,TAYLOR,55119,R,R,R,R,R,R
WISCONSIN,TREMPEALEAU,55121,D,D,D,D,R,R
WISCONSIN,VERNON,55123,D,D,D,D,R,R
WISCONSIN,VILAS,55125,R,R,R,R,R,R
WISCONSIN,WALWORTH,55127,R,R,R,R,R,R
WISCONSIN,WASHBURN,55129,R,R,D,R,R,R
WISCONSIN,WASHINGTON,55131,R,R,R,R,R,R
WISCONSIN,WAUKESHA,55133,R,R,R,R,R,R
WISCONSIN,WAUPACA,55135,R,R,D,R,R,R
WISCONSIN,WAUSHARA,55137,R,R,D,R,R,R
WISCONSIN,WINNEBAGO,55139,R,R,D,D,R,R
WISCONSIN,WOOD,55141,R,R,D,R,R,R
WYOMING,ALBANY,56001,R,R,D,R,R,D
WYOMING,BIG HORN,56003,R,R,R,R,R,R
WYOMING,CAMPBELL,56005,R,R,R,R,R,R
WYOMING,CARBON,56007,R,R,R,R,R,R
WYOMING,CONVERSE,56009,R,R,R,R,R,R
WYOMING,CROOK,56011,R,R,R,R,R,R
WYOMING,FREMONT,56013,R,R,R,R,R,R
WYOMING,GOSHEN,56015,R,R,R,R,R,R
WYOMING,HOT SPRINGS,56017,R,R,R,R,R,R
WYOMING,JOHNSON,56019,R,R,R,R,R,R
WYOMING,LARAMIE,56021,R,R,R,R,R,R
WYOMING,LINCOLN,56023,R,R,R,R,R,R
WYOMING,NATRONA,56025,R,R,R,R,R,R
WYOMING,NIOBRARA,56027,R,R,R,R,R,R
WYOMING,PARK,56029,R,R,R,R,R,R
WYOMING,PLATTE,56031,R,R,R,R,R,R
WYOMING,SHERIDAN,56033,R,R,R,R,R,R
WYOMING,SUBLETTE,56035,R,R,R,R,R,R
WYOMING,SWEETWATER,56037,R,R,R,R,R,R
WYOMING,TETON,56039,R,D,D,D,D,D
WYOMING,UINTA,56041,R,R,R,R,R,R
WYOMING,WASHAKIE,56043,R,R,R,R,R,R
WYOMING,WESTON,56045,R,R,R,R,R,R
