state,county,county_fips,2000,2004,2008,2012,2016,2020,keep,notes
ALABAMA,MARION,1093,-0.196495407,-0.401941748,-0.561392149,-0.615282941,-0.758009858,-0.778011154,,
ALABAMA,MARSHALL,1095,-0.239486941,-0.455082404,-0.563498764,-0.600872075,-0.688526447,-0.687126466,,
ALABAMA,MOBILE,1097,-0.139697306,-0.180403263,-0.087463621,-0.092260271,-0.132745156,-0.118849774,,
ALABAMA,MONROE,1099,-0.157747738,-0.227082022,-0.102204053,-0.077231976,-0.142439879,-0.158605174,,
ALABAMA,MONTGOMERY,1101,0.019221193,0.011857223,0.192232416,0.242857423,0.259840631,0.314891213,,
ALABAMA,MORGAN,1103,-0.227595417,-0.390282298,-0.437636025,-0.445066196,-0.517968565,-0.491977216,,
ALABAMA,PERRY,1105,0.39536893,0.367372805,0.451047248,0.502049516,0.457938613,0.482026769,,
ALABAMA,PICKENS,1107,-0.019086651,-0.137428822,-0.083440946,-0.069607741,-0.155522951,-0.162598262,,
ALABAMA,PIKE,1109,-0.161323976,-0.265000421,-0.15227517,-0.136669738,-0.200258202,-0.173831371,,
ALABAMA,RANDOLPH,1111,-0.198509913,-0.367736918,-0.395897535,-0.398730525,-0.531461667,-0.586509182,,
ALABAMA,RUSSELL,1113,0.148764805,0.002260694,0.07295797,0.117696912,0.019162858,0.06395049,,
ALABAMA,SHELBY,1117,-0.554790111,-0.615732644,-0.53434904,-0.555471478,-0.494232327,-0.403932144,,
ALABAMA,ST. CLAIR,1115,-0.441344956,-0.618771647,-0.632421967,-0.66091954,-0.678697917,-0.639544565,,
ALABAMA,SUMTER,1119,0.457621551,0.411472097,0.503276353,0.545752099,0.493682733,0.484819584,,
ALABAMA,TALLADEGA,1121,-0.099917489,-0.23269115,-0.185153783,-0.160039553,-0.254228156,-0.255082298,,
ALABAMA,TALLAPOOSA,1123,-0.222851166,-0.386642157,-0.365232251,-0.322746827,-0.414400082,-0.433709685,,
ALABAMA,TUSCALOOSA,1125,-0.156186579,-0.235285694,-0.159785584,-0.174322433,-0.192998791,-0.148072572,,
ALABAMA,WALKER,1127,-0.072735073,-0.357845384,-0.464260785,-0.529224081,-0.670772258,-0.679114533,,
ALABAMA,WASHINGTON,1129,-0.09623486,-0.232205651,-0.294814815,-0.317270449,-0.429860541,-0.485128436,,
ALABAMA,WILCOX,1131,0.347834569,0.352692714,0.422543887,0.486795909,0.425302386,0.375232932,,
ALABAMA,WINSTON,1133,-0.399334621,-0.565480188,-0.63263882,-0.723285979,-0.810239504,-0.817174761,,
ARIZONA,APACHE,4001,0.36379523,0.300603356,0.281881131,0.344204581,0.319691985,0.070681224,,
ARIZONA,COCHISE,4003,-0.145001655,-0.203268664,-0.206534207,-0.223476114,-0.212776167,-0.102892029,,
ARIZONA,COCONINO,4005,0.066482401,0.128513211,0.170156779,0.155361389,0.188946875,-0.020239655,,
ARIZONA,GILA,4007,-0.082205683,-0.193302308,-0.278108628,-0.267465626,-0.19562907,-0.067240257,,
ARIZONA,GRAHAM,4009,-0.27442053,-0.399440299,-0.407179145,-0.376803037,-0.232640599,-0.150650217,,
ARIZONA,GREENLEE,4011,-0.136148649,-0.245516792,-0.187778922,-0.094821789,-0.154083205,-0.178018996,,
ARIZONA,LA PAZ,4012,-0.172652242,-0.258951533,-0.284582133,-0.320797621,-0.407998656,-0.142665594,,
ARIZONA,MARICOPA,4013,-0.103453591,-0.146389313,-0.105704042,-0.107221781,-0.028353767,-0.021068649,,
ARIZONA,MOHAVE,4015,-0.156679731,-0.281817081,-0.328984543,-0.423296672,-0.510701375,-0.171924561,,
ARIZONA,NAVAJO,4017,-0.023541576,-0.076121572,-0.116815642,-0.0787197,-0.102198839,-0.044371897,,
ARIZONA,PIMA,4019,0.080340008,0.060012483,0.06061592,0.069253107,0.135739019,-0.035397975,,
ARIZONA,PINAL,4021,-0.011431339,-0.150939309,-0.144608755,-0.16408623,-0.192418137,-0.08901251,,
ARIZONA,SANTA CRUZ,4023,0.212414258,0.192063764,0.313087274,0.377932921,0.474228686,0.016670076,,
ARIZONA,YAVAPAI,4025,-0.235695023,-0.232763849,-0.243888487,-0.304637875,-0.312276103,-0.085043394,,
ARIZONA,YUMA,4027,-0.127495463,-0.159937606,-0.137980053,-0.126164994,-0.010564045,-0.029779196,,
ARKANSAS,ARKANSAS,5001,-0.07470182,-0.097754103,-0.224419604,-0.222051124,-0.303766903,-0.043865226,,
ARKANSAS,ASHLEY,5003,0.045580945,-0.080592105,-0.281184911,-0.253503346,-0.362489175,-0.097148625,,
ARKANSAS,BAXTER,5005,-0.180871439,-0.215812196,-0.315950153,-0.440353689,-0.531872913,-0.099538249,,
ARKANSAS,BENTON,5007,-0.327349663,-0.378958031,-0.365346444,-0.403875998,-0.339440635,-0.058659684,,
ARKANSAS,BOONE,5009,-0.29893656,-0.348717602,-0.396794623,-0.479955818,-0.577803985,-0.187624167,,
ARKANSAS,BRADLEY,5011,0.082684091,0.045893151,-0.144023756,-0.187568456,-0.231864221,-0.131910235,,
ARKANSAS,CALHOUN,5013,-0.050800915,-0.17325228,-0.347767253,-0.367065317,-0.404142794,-0.208065995,,
ARKANSAS,CARROLL,5015,-0.204483837,-0.193015934,-0.180640892,-0.238534813,-0.320133854,-0.124777486,,
ARKANSAS,CHICOT,5017,0.282120395,0.266554551,0.177419355,0.224489796,0.151819923,0.112600536,,
ARKANSAS,CLARK,5019,0.1025968,0.093372511,-0.037497251,-0.063265549,-0.091954023,-0.091006552,,
ARKANSAS,CLAY,5021,0.215762712,0.082841207,-0.142986754,-0.290998043,-0.496538462,-0.443179626,,
ARKANSAS,CLEBURNE,5023,-0.157734888,-0.19425433,-0.441965073,-0.521421825,-0.608771204,-0.248343849,,
ARKANSAS,CLEVELAND,5025,-0.08299277,-0.159897025,-0.439372325,-0.449479486,-0.518485391,-0.273333333,,
ARKANSAS,COLUMBIA,5027,-0.109057699,-0.163588657,-0.241368487,-0.236171338,-0.260605379,-0.039229341,,
ARKANSAS,CONWAY,5029,-0.006773569,-0.00393109,-0.189481445,-0.195213454,-0.276649426,-0.177317214,,
ARKANSAS,CRAIGHEAD,5031,0.00866558,-0.072245898,-0.244994833,-0.309873817,-0.347285863,-0.119082859,,
ARKANSAS,CRAWFORD,5033,-0.25622695,-0.324837018,-0.46025716,-0.498470205,-0.543340757,-0.143705118,,
ARKANSAS,CRITTENDEN,5035,0.103294544,0.088039216,0.146809093,0.148899258,0.090646941,0.031954543,,
ARKANSAS,CROSS,5037,0.010136766,-0.103053435,-0.2542777,-0.297859602,-0.376054699,-0.092912705,,
ARKANSAS,DALLAS,5039,0.041804511,-0.00945906,-0.086196504,-0.106355383,-0.124142909,-0.149490374,,
ARKANSAS,DESHA,5041,0.260956618,0.241446094,0.121846943,0.123755656,0.072586328,0.019212296,,
ARKANSAS,DREW,5043,0.051334009,-0.049607937,-0.190922844,-0.18950701,-0.243062926,-0.071077012,,
ARKANSAS,FAULKNER,5045,-0.140505203,-0.190154282,-0.252725904,-0.315991317,-0.309655564,-0.056643639,,
ARKANSAS,FRANKLIN,5047,-0.098208469,-0.160927425,-0.392586873,-0.444189602,-0.541063516,-0.15822696,,
ARKANSAS,FULTON,5049,-0.014605648,-0.030676085,-0.188836612,-0.331048209,-0.503772003,-0.212150811,,
ARKANSAS,GARLAND,5051,-0.090663698,-0.091995816,-0.249914225,-0.299793754,-0.337605686,-0.063191475,,
ARKANSAS,GRANT,5053,-0.124729752,-0.248301329,-0.509495068,-0.518752894,-0.584553392,-0.197073171,,
ARKANSAS,GREENE,5055,0.039090035,-0.048110705,-0.29657655,-0.368505196,-0.52390411,-0.116149068,,
ARKANSAS,HEMPSTEAD,5057,0.093291261,0.031803543,-0.191046401,-0.262389828,-0.287132927,-0.172021028,,
ARKANSAS,HOT SPRING,5059,0.044167198,-0.004888963,-0.244332915,-0.290142096,-0.420545881,-0.096918054,,
ARKANSAS,HOWARD,5061,-0.058981834,-0.115314586,-0.249896822,-0.318467055,-0.386392811,-0.128258171,,
ARKANSAS,INDEPENDENCE,5063,-0.086165258,-0.152716932,-0.371331003,-0.439380495,-0.518216542,-0.163519846,,
ARKANSAS,IZARD,5065,0.056836248,-0.044966321,-0.268493676,-0.388594164,-0.537628488,-0.20636833,,
ARKANSAS,JACKSON,5067,0.225790514,0.143270622,-0.163203153,-0.182719282,-0.326609775,-0.186800236,,
ARKANSAS,JEFFERSON,5069,0.329068784,0.310136753,0.263060393,0.290326115,0.251873021,-0.022656809,,
ARKANSAS,JOHNSON,5071,-0.054042731,-0.085653904,-0.230806846,-0.279698691,-0.402107112,-0.194251421,,
ARKANSAS,LAFAYETTE,5073,0.079219628,-0.011595111,-0.190213646,-0.184363264,-0.253846154,-0.074281448,,
ARKANSAS,LAWRENCE,5075,0.104139073,0.089644747,-0.209090909,-0.315523466,-0.492700088,-0.218541916,,
ARKANSAS,LEE,5077,0.333899539,0.258823529,0.214988041,0.241530374,0.167217449,-0.03616573,,
ARKANSAS,LINCOLN,5079,0.121545403,0.055487953,-0.182251475,-0.207729469,-0.314427601,-0.168774194,,
ARKANSAS,LITTLE RIVER,5081,0.11400342,0.019267095,-0.289984472,-0.362898436,-0.422422039,-0.117828858,,
ARKANSAS,LOGAN,5083,-0.148715415,-0.200561338,-0.387504743,-0.418769609,-0.508900391,-0.199635258,,
ARKANSAS,LONOKE,5085,-0.209273812,-0.315206537,-0.474874689,-0.508210998,-0.527453875,-0.076446416,,
ARKANSAS,MADISON,5087,-0.236673774,-0.227443609,-0.288874842,-0.329476248,-0.488232715,-0.282002449,,
ARKANSAS,MARION,5089,-0.194347465,-0.222076598,-0.298799218,-0.388171891,-0.549036162,-0.194722111,,
ARKANSAS,MILLER,5091,-0.072608221,-0.15731026,-0.334860254,-0.398199491,-0.436330868,-0.123237945,,
ARKANSAS,MISSISSIPPI,5093,0.151597013,0.104006218,-0.022055675,-0.010168224,-0.105346865,-0.095932588,,
ARKANSAS,MONROE,5095,0.176434862,0.126261249,-0.040301537,-0.000619195,-0.061373093,-0.043323864,,
ARKANSAS,MONTGOMERY,5097,-0.184541321,-0.212986357,-0.35146328,-0.425675676,-0.532452936,-0.210689388,,
ARKANSAS,NEVADA,5099,0.018994114,-0.016681047,-0.16176066,-0.201536643,-0.259704251,-0.165872543,,
ARKANSAS,NEWTON,5101,-0.337153043,-0.290772042,-0.355050505,-0.41382136,-0.579802824,-0.348924462,,
ARKANSAS,OUACHITA,5103,0.06974507,-0.014741784,-0.108534137,-0.086088221,-0.10367388,-0.053172707,,
ARKANSAS,PERRY,5105,-0.116296481,-0.116000903,-0.325075952,-0.353986795,-0.454946586,-0.178301275,,
ARKANSAS,PHILLIPS,5107,0.307527113,0.279769959,0.2896644,0.328373266,0.268085718,-0.048381929,,
ARKANSAS,PIKE,5109,-0.168975069,-0.208791209,-0.41301059,-0.526927138,-0.619191158,-0.176165803,,
ARKANSAS,POINSETT,5111,0.153973739,0.066554448,-0.272578204,-0.341798942,-0.469049469,-0.269910916,,
ARKANSAS,POLK,5113,-0.317669957,-0.34863444,-0.457752897,-0.569376133,-0.656785324,-0.202826855,,
ARKANSAS,POPE,5115,-0.248344371,-0.311644819,-0.433262376,-0.471500563,-0.498737206,-0.088203995,,
ARKANSAS,PRAIRIE,5117,-0.085258055,-0.129139073,-0.347530316,-0.405284941,-0.490998839,-0.282689557,,
ARKANSAS,PULASKI,5119,0.097946536,0.099750919,0.115542664,0.114593333,0.177229371,-0.00329497,,
ARKANSAS,RANDOLPH,5121,0.058873575,0.038098095,-0.18135781,-0.277871054,-0.483461358,-0.175866119,,
ARKANSAS,SALINE,5125,-0.1826742,-0.272018488,-0.409513359,-0.42696868,-0.433915547,-0.088906055,,
ARKANSAS,SCOTT,5127,-0.239889475,-0.257800892,-0.435043805,-0.476373626,-0.606552707,-0.315685722,,
ARKANSAS,SEARCY,5129,-0.340315426,-0.299348697,-0.458799064,-0.510286952,-0.631437768,-0.214730032,,
ARKANSAS,SEBASTIAN,5131,-0.197415274,-0.244825948,-0.346292696,-0.370762419,-0.376974259,-0.095672465,,
ARKANSAS,SEVIER,5133,-0.003726997,-0.104542491,-0.400436681,-0.483602771,-0.483779044,-0.201460977,,
ARKANSAS,SHARP,5135,-0.064833006,-0.111378849,-0.289437397,-0.38843883,-0.542833494,-0.158339942,,
ARKANSAS,ST. FRANCIS,5123,0.185028249,0.194931164,0.165071015,0.184405645,0.112516824,-0.040095667,,
ARKANSAS,STONE,5137,-0.119341564,-0.168138403,-0.363636364,-0.451998506,-0.517977928,-0.217076457,,
ARKANSAS,UNION,5139,-0.152860529,-0.192406909,-0.261190989,-0.262152879,-0.272345211,-0.170711146,,
ARKANSAS,VAN BUREN,5141,-0.040521191,-0.09194467,-0.317022229,-0.393934681,-0.52227824,-0.13884975,,
ARKANSAS,WASHINGTON,5143,-0.132260635,-0.126811538,-0.130769231,-0.162531933,-0.099070375,-0.058324316,,
ARKANSAS,WHITE,5145,-0.217968397,-0.297899716,-0.47245409,-0.537301049,-0.58440795,-0.190286547,,
ARKANSAS,WOODRUFF,5147,0.302150132,0.314276272,0.074610648,0.042085661,-0.089070401,-0.166397415,,
ARKANSAS,YELL,5149,-0.024849514,-0.114882114,-0.299039099,-0.388349515,-0.485789719,-0.184987391,,
CALIFORNIA,ALAMEDA,6001,0.452344155,0.52015722,0.595062388,0.606911534,0.640290035,0.625073045,,
CALIFORNIA,ALPINE,6003,-0.027303754,0.08869814,0.24566474,0.234303216,0.194352159,0.313090418,,
CALIFORNIA,AMADOR,6005,-0.18494568,-0.252858582,-0.146092504,-0.195535158,-0.252678471,-0.243543759,,
CALIFORNIA,BUTTE,6007,-0.170160414,-0.096244843,0.023463005,-0.019944464,-0.037430413,0.016616699,,
CALIFORNIA,CALAVERAS,6009,-0.185738504,-0.238276697,-0.12966618,-0.169604333,-0.240620678,-0.238256516,,
CALIFORNIA,COLUSA,6011,-0.337030411,-0.355984431,-0.181054596,-0.213291349,-0.134197829,-0.165808316,,
CALIFORNIA,CONTRA COSTA,6013,0.217483053,0.258762214,0.377608768,0.352117401,0.436168821,0.453297346,,
CALIFORNIA,DEL NORTE,6015,-0.169881842,-0.155397516,-0.067568985,-0.093842645,-0.172525633,-0.155767048,,
CALIFORNIA,EL DORADO,6017,-0.219377287,-0.239180324,-0.10529884,-0.178058891,-0.137224733,-0.087957024,,
CALIFORNIA,FRESNO,6019,-0.100903389,-0.157120893,0.020900587,0.017923169,0.061249863,0.078267113,,
CALIFORNIA,GLENN,6021,-0.37848697,-0.351139375,-0.220265209,-0.253066985,-0.287539599,-0.271576525,,
CALIFORNIA,HUMBOLDT,6023,0.029157436,0.187360708,0.282125316,0.272002784,0.250261621,0.334064466,,
CALIFORNIA,IMPERIAL,6025,0.102463973,0.089838623,0.261566203,0.320471931,0.415108856,0.243748128,,
CALIFORNIA,INYO,6027,-0.263723608,-0.199274423,-0.091409821,-0.114235938,-0.135171902,0.00147617,,
CALIFORNIA,KERN,6029,-0.244970051,-0.340579916,-0.17752201,-0.167619383,-0.126534323,-0.101928645,,
CALIFORNIA,KINGS,6031,-0.188318334,-0.316891534,-0.141363792,-0.149341142,-0.131977001,-0.122500627,,
CALIFORNIA,LAKE,6033,0.096467326,0.08224155,0.192584762,0.169424137,0.036618223,0.063098709,,
CALIFORNIA,LASSEN,6035,-0.387115058,-0.434379645,-0.34223237,-0.397173079,-0.50836184,-0.514807708,,
CALIFORNIA,LOS ANGELES,6037,0.311141775,0.275184692,0.403655182,0.418592252,0.493438853,0.441649577,,
CALIFORNIA,MADERA,6039,-0.258511753,-0.293708097,-0.132947704,-0.171424271,-0.146780479,-0.115573587,,
CALIFORNIA,MARIN,6041,0.359408875,0.479487693,0.577301939,0.513069077,0.624212877,0.665314766,,
CALIFORNIA,MARIPOSA,6043,-0.236685658,-0.227367446,-0.124132214,-0.182444444,-0.232398333,-0.181128405,,
CALIFORNIA,MENDOCINO,6045,0.126765475,0.29937924,0.427878848,0.386526544,0.298609814,0.357983387,,
CALIFORNIA,MERCED,6047,-0.066960213,-0.142928639,0.083484829,0.087403516,0.12137479,0.105947832,,
CALIFORNIA,MODOC,6049,-0.492817141,-0.468132855,-0.377375566,-0.41796287,-0.480200634,-0.451070688,,
CALIFORNIA,MONO,6051,-0.116220544,0.001313321,0.13265123,0.086469793,0.125473844,0.222617988,,
CALIFORNIA,MONTEREY,6053,0.202979563,0.220026657,0.382607892,0.368610243,0.406220017,0.412718166,,
CALIFORNIA,NAPA,6055,0.144304385,0.205560967,0.324687301,0.286897908,0.355015316,0.403894664,,
CALIFORNIA,NEVADA,6057,-0.175403863,-0.085040659,0.053084623,-0.006250484,0.048930554,0.147953668,,
CALIFORNIA,ORANGE,6059,-0.15395945,-0.207391996,-0.025575394,-0.062255492,0.085854862,0.090342176,,
CALIFORNIA,PLACER,6061,-0.232480751,-0.264121089,-0.112849278,-0.193220952,-0.118295331,-0.066440081,,
CALIFORNIA,PLUMAS,6063,-0.277377175,-0.248344963,-0.119695321,-0.168707077,-0.202666391,-0.16731794,,
CALIFORNIA,RIVERSIDE,6065,-0.065123568,-0.168199008,0.02313614,0.016521959,0.053836152,0.079421876,,
CALIFORNIA,SACRAMENTO,6067,0.039793767,0.002344971,0.19021033,0.189603896,0.24356641,0.252495685,,
CALIFORNIA,SAN BENITO,6069,0.125720397,0.061575434,0.227962446,0.206521739,0.213464696,0.244120708,,
CALIFORNIA,SAN BERNARDINO,6071,-0.015405821,-0.117673501,0.063186297,0.073516337,0.106414081,0.106525745,,
CALIFORNIA,SAN DIEGO,6073,-0.039712758,-0.061394656,0.101985546,0.075679244,0.197267299,0.227542735,,
CALIFORNIA,SAN FRANCISCO,6075,0.594403758,0.681082463,0.705021352,0.704985202,0.757521095,0.725367656,,
CALIFORNIA,SAN LUIS OBISPO,6079,-0.11326525,-0.071925502,0.053681409,0.010275554,0.081053856,0.130696119,,
CALIFORNIA,SAN MATEO,6081,0.333312773,0.403436392,0.487216939,0.466642167,0.572398723,0.57691763,,
CALIFORNIA,SANTA BARBARA,6083,0.01237627,0.079869919,0.228852223,0.180767818,0.28722297,0.320591597,,
CALIFORNIA,SANTA CLARA,6085,0.262237539,0.293730315,0.40896409,0.429138333,0.521320603,0.474121971,,
CALIFORNIA,SANTA CRUZ,6087,0.341402861,0.482597159,0.576555305,0.555876598,0.565210641,0.602808675,,
CALIFORNIA,SHASTA,6089,-0.347905145,-0.35979941,-0.25775594,-0.291452152,-0.368218555,-0.331313892,,
CALIFORNIA,SIERRA,6091,-0.342176502,-0.310025707,-0.208437971,-0.224512535,-0.244262295,-0.213360953,,
CALIFORNIA,SISKIYOU,6093,-0.296432716,-0.229736855,-0.103772706,-0.152235058,-0.200419676,-0.157506817,,
CALIFORNIA,SOLANO,6095,0.178479523,0.153247818,0.286134942,0.293163391,0.303648721,0.302768158,,
CALIFORNIA,SONOMA,6097,0.272915546,0.363768136,0.496012662,0.457987696,0.471461992,0.514738164,,
CALIFORNIA,STANISLAUS,6099,-0.083731591,-0.182649092,0.017277893,0.027450778,0.018315848,0.00789006,,
CALIFORNIA,SUTTER,6101,-0.336319831,-0.353358766,-0.166934823,-0.19113002,-0.152134356,-0.164337304,,
CALIFORNIA,TEHAMA,6103,-0.324302292,-0.344712668,-0.241365199,-0.274230752,-0.363267526,-0.356061397,,
CALIFORNIA,TRINITY,6105,-0.24288425,-0.120080259,0.045967995,-0.007402185,-0.105170594,-0.053842467,,
CALIFORNIA,TULARE,6107,-0.234518693,-0.333252312,-0.153327757,-0.150385757,-0.095376289,-0.078115533,,
CALIFORNIA,TUOLUMNE,6109,-0.160702997,-0.215404002,-0.12714764,-0.157248754,-0.212620941,-0.187812418,,
CALIFORNIA,VENTURA,6111,-0.010311576,-0.036608087,0.122860506,0.070253292,0.176498183,0.210917046,,
CALIFORNIA,YOLO,6113,0.174002214,0.206640837,0.362336832,0.340342397,0.414337922,0.41427015,,
CALIFORNIA,YUBA,6115,-0.266137533,-0.354550499,-0.146768843,-0.180913706,-0.22871554,-0.216337763,,
COLORADO,ADAMS,8001,0.060926084,0.023486888,0.183596159,0.168399251,0.085074742,0.162815747,,
COLORADO,ALAMOSA,8003,-0.071037286,-0.025841442,0.140948139,0.164705882,0.020608157,-0.006915984,,
COLORADO,ARAPAHOE,8005,-0.079782249,-0.039681959,0.129071043,0.09917833,0.141338279,0.246396884,,
COLORADO,ARCHULETA,8007,-0.327028163,-0.250042816,-0.121056604,-0.177160677,-0.240359722,-0.15868329,,
COLORADO,BACA,8009,-0.496927129,-0.54757548,-0.476321839,-0.518518519,-0.68276823,-0.696629213,,
COLORADO,BENT,8011,-0.159449822,-0.256612529,-0.144791667,-0.133882595,-0.310326933,-0.339050132,,
COLORADO,BOULDER,8013,0.136865627,0.338936436,0.461420678,0.418442443,0.483347684,0.56565637,,
COLORADO,CHAFFEE,8015,-0.20131406,-0.12646824,-0.001209677,0.001529344,-0.044711111,0.068377314,,
COLORADO,CHEYENNE,8017,-0.617161716,-0.639329806,-0.622862286,-0.655992681,-0.719600726,-0.758802817,,
COLORADO,CLEAR CREEK,8019,-0.011982128,0.083199715,0.178949194,0.11997214,0.026252983,0.129810629,,
COLORADO,CONEJOS,8021,-0.006265323,0.007894737,0.129323696,0.092172641,-0.035554451,-0.075467344,,
COLORADO,COSTILLA,8023,0.333737864,0.343376919,0.489098409,0.486663038,0.290584416,0.272206304,,
COLORADO,CROWLEY,8025,-0.238062284,-0.353650368,-0.272143774,-0.258988016,-0.484610347,-0.476571429,,
COLORADO,CUSTER,8027,-0.447181431,-0.378088962,-0.289083302,-0.338858195,-0.412263536,-0.374690509,,
COLORADO,DELTA,8029,-0.402648589,-0.388304259,-0.322858624,-0.395164835,-0.450744491,-0.371399071,,
COLORADO,DENVER,8031,0.309906376,0.403197694,0.524116774,0.493569643,0.548018394,0.613654657,,
COLORADO,DOLORES,8033,-0.395061728,-0.394415358,-0.368940016,-0.421686747,-0.55936255,-0.516218081,,
COLORADO,DOUGLAS,8035,-0.335529139,-0.33820132,-0.172231407,-0.257555981,-0.180886298,-0.071747156,,
COLORADO,EAGLE,8037,-0.025875691,0.065420561,0.23129503,0.149152991,0.202553225,0.298421414,,
